Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Slayground,1983,R,Crime Drama ,Non,"108,128","108,128","Thieves run over a child while escaping after a robbery. A deadly hitman who likes to taunt his targets is hired to track them down. Stone moves to England, but the assassin follows. Loosely based on Donald Westlake's cult crime novel.",robbery england taunt hitman thief 14 more ,60
Crime and Punishment,1983,Not Rated,Crime Drama ,,,,"An adaptation of Dostoyevsky's novel, set in modern Helsinki. Slaughterhouse worker Rahikainen murders a man, and is forced to live with the consequences of his actions.",murder vigilante shot to death revenge prison 26 more ,60
Night of Open Sex,1983,Not Rated,Mystery Thriller ,,,,A beautiful and erotic cabaret dancer Moira is hired to impersonate another woman who turns out to be a secret agent and must receive an important message in Las Palmas de Gran Canaria.,female full rear nudity female pubic hair female full frontal nudity woman fingering her vagina female nudity 29 more ,60
"Careful, He Might Hear You",1983,PG,Drama ,Non,"2,938,179","2,938,179","His mother dead, PS lives in Sydney with working-class Aunt Lila and Uncle George. When he's six or eight, his posh Aunt Vanessa descends from England. Named a co-guardian by PS's feckless, absent father, she asserts her rights and convinces Lila to have PS live with her weekdays. PS is happy at Lila's, playing with children, running about, speaking up. At Vanessa's, there's a regimen of private school, round vowels, piano and riding lessons, and lonely indoor play with fancy toys. He's miserable and when he objects, she sues for complete custody. Will anyone listen to him? And will he take on Vanessa's challenges to find out who he is and to love someone?",custody pulling down someone's pants pants horseback riding hug 168 more ,60
Thunder,1983,R,Action Crime Drama Thriller ,,,,"A native American named Thunder returns home only to find that his ancestral burial ground is being destroyed by construction workers. He tries to put a stop to it, but the law is not only not on his side, but he is banished from town, beaten up, and left for dead. Now he wants his revenge.",new mexico territory arizona territory desert arizona desert new mexico desert 72 more ,60
Eddie Macon's Run,1983,PG,Action Adventure Crime Drama Thriller ,"5,000,000 (estimated)","1,262,691","1,262,691","Eddie Macon will do anything for and to be with his wife and young son, Chris and Bobby. It is for Bobby that they moved from Florida to Texas, one injustice after another which lands Eddie behind bars at Huntsville ultimately on a twenty year sentence. With Chris' help, Eddie plots to break out of prison, the plan to make his way on foot, traveling solely at night, to Laredo where he will cross the border into Mexico to meet Chris and Bobby, he and Chris figuring that he is not important enough for the Mexican authorities to bother sending him back if he is ever caught south of the border. While the good ol' boys within the Texas penal system send out the blood hounds to search for Eddie, Carl Marzack with the prisoner transfer office decides to search for Eddie on his own largely to settle an old score. While Marzack's colleagues' method is to chase, Marzack is more methodical, believing he just needs to follow the crumbs ultimately with Eddie showing himself in the process. There are a few hiccups along the way, some that help Eddie and some that help Marzack. What may trump all is something stronger within Marzack, namely to show that he is smarter than the rest.",sick child texas mexico border police officer texas pay phone 45 more ,60
"So Long, Stooge",1983,,Crime Drama ,,,,"Lambert, a burned-out case, works the night shift at a gas station, rarely speaking, living alone, drinking. Bensoussan, raised in foster homes, now a small-time pusher for a bar owner named Rashid, comes to the station needing a spark plug for a stolen Moped. He and Lambert connect somehow, and a few days later, they go for a drink. The young man is too cavalier, and when he swipes Rashid's fancy motorcycle a couple of times, he's expendable. Lambert decides to avenge the young man and seeks information from Lola, a punk who knew Bensoussan. With surprising perseverance, she pierces Lambert's shell; he starts to feel again, tells Lola his story, and finds new enthusiasm for life.",female nudity topless female nudity talking in bed 1980s title same as book 48 more ,60
A Friend of Vincent,1983,,Comedy Drama Music ,,,,The friendship between two men is put to the test when one of them is accused by a woman of having killed her sister.,based on novel ,60
The Makioka Sisters,1983,Not Rated,Drama Romance ,,,,"This sensuously beautiful film chronicles the activities of four sisters who gather in Kyoto every year to view the cherry blossoms. It paints a vivid portrait of the pre-war lifestyle of the wealthy Makioka family from Osaka, and draws a parallel between their activities and the seasonal variations in Japan.",kimono japanese woman small business sakura small business owner 12 more ,120
Farewell,1983,,Drama ,,,,Matyora is a small village on a beautiful island with the same name. The existence of the village is threatened with flooding by the construction of a dam. This is the story of the inhabitants of Matyora and their farewell to their homeland.,village dam construction dam housing project hydroelectric power station 39 more ,120
Joy,1983,R,Drama ,"2,000,000 (estimated)",Non,Non,"This is the story about Joy who falls in love with an older man (she has been looking for her missing father all her life), and then travels around Paris with him and his other female companion, experiencing a broad range of sexual encounters.",character name as title paris france one word title based on novel independent film ,60
Deadly Circuit,1983,,Crime Mystery Romance Thriller ,,,,"Beauvoir, lonely, aging private detective, is put on the bloody track of beautiful Catherine Leiris who kills and robs her rich husband(s) on their wedding night. Although he never approaches her directly, he follows her and increasingly feels to be telepathically connected to her, because she reminds him of his daughter he never met. After he led a blind artist, Catherine's truly beloved spouse, into a bus accident, she makes a living by bank robbery with young Betty till Betty gets shot. Alone again, Catherine leads a sad, uneventful life as a waitress, when she meets her follower.",private detective serial killer obsession on the road femme fatale 204 more ,120
"Man, Woman and Child",1983,PG,Drama ,Non,"2,314,561","2,314,561","A man with a wife and two daughters learns that he has a son. It seems that a few years ago while visiting France, he had an accident and he had an affair with the doctor who treated him. Now he has learned that she just died and is informed of his son. He then tells his wife, she then suggest that they bring him over. While there all sorts of tension begin to arise. How will this affect them?",france unfaithfulness infidelity bathtub extramarital affair 10 more ,60
